word,politics,religious,sports,entertainment
উপাচার্য,-10.641600215834357,0.0,0.0,0.0
ফারজানা,-12.641600215834359,0.0,0.0,0.0
জানি,-11.641600215834359,0.0,-11.126919527630932,-9.406205005418855
এস,-10.641600215834357,-10.694575537525989,-8.011442310210995,-9.920778178248613
রাব্বানীর,-12.641600215834359,0.0,0.0,0.0
বিশ্ববিদ্যাল,-10.056637715113201,0.0,0.0,-12.728133100306218
শাখা,-11.641600215834359,0.0,0.0,0.0
স্বামীর,-12.641600215834359,0.0,0.0,-12.728133100306218
লেনদ,-12.641600215834359,0.0,0.0,0.0
পার্সেন্টেজ,-12.641600215834359,0.0,0.0,0.0
চাওয়,-12.641600215834359,0.0,0.0,0.0
সঠিক,-12.641600215834359,0.0,-12.71188202835209,0.0
৬০,-12.641600215834359,-11.69457553752599,-11.71188202835209,0.0
লাখ,-12.641600215834359,0.0,-12.71188202835209,0.0
পারলাম,-12.641600215834359,0.0,0.0,0.0
নলেজ,-12.641600215834359,0.0,0.0,0.0
বাইর,-11.056637715113201,-12.694575537525989,-12.71188202835209,-11.728133100306218
ইউনিট,-12.641600215834359,0.0,0.0,0.0
দেখাশোন,-12.641600215834359,0.0,0.0,0.0
নেতিবাচক,-12.641600215834359,0.0,0.0,0.0
দায়ভ,-12.641600215834359,0.0,0.0,0.0
বর্তা,-12.641600215834359,0.0,0.0,0.0
ম্যাম,-12.641600215834359,0.0,0.0,0.0
জিজ্ঞেস,-12.641600215834359,0.0,0.0,0.0
নিশ্চ,-11.056637715113201,-11.69457553752599,-10.389953933464724,0.0
ঘনিষ্ঠ,-12.641600215834359,0.0,0.0,0.0
ব্যক্তিগতভাব,-12.641600215834359,0.0,0.0,0.0
নিয়,-9.056637715113201,-10.694575537525989,-8.541957026909776,-9.26870148166892
কুষ্টিয়া,-12.641600215834359,0.0,0.0,0.0
ইসলামী,-12.641600215834359,-11.109613036804832,0.0,0.0
ঘোষণ,-11.056637715113201,-12.694575537525989,-12.71188202835209,0.0
শীর্ষস্থানী,-12.641600215834359,0.0,0.0,0.0
পছন্,-11.641600215834359,-11.69457553752599,0.0,0.0
অর্থ,-10.641600215834357,-9.109613036804832,-11.126919527630932,-11.728133100306218
বিনিম,-12.641600215834359,-11.69457553752599,0.0,0.0
নারী,-11.641600215834359,-8.994135819384896,-10.711882028352088,0.0
সাংসদ,-10.641600215834357,0.0,0.0,0.0
স্পিক,-11.641600215834359,-12.694575537525989,0.0,0.0
শিরীন,-12.641600215834359,0.0,0.0,0.0
শারমিন,-12.641600215834359,0.0,0.0,0.0
চৌধুরীর,-12.641600215834359,0.0,0.0,-12.728133100306218
শুরু,-12.641600215834359,-12.694575537525989,-11.71188202835209,-11.14317059958506
নির্ধারিত,-12.641600215834359,-12.694575537525989,-12.71188202835209,0.0
প্রশ্নোত্তর,-12.641600215834359,0.0,0.0,0.0
পর্ব,-12.641600215834359,0.0,-11.71188202835209,-12.728133100306218
অনুষ্ঠিত,-12.641600215834359,-12.694575537525989,0.0,0.0
তারকা,-12.641600215834359,0.0,-9.541957026909776,-9.920778178248613
চিহ্নিত,-12.641600215834359,-12.694575537525989,0.0,0.0
ফারহানা,-12.641600215834359,0.0,0.0,0.0
মশা,-12.641600215834359,-10.372647442638627,0.0,0.0
ক্ষেত্র,-12.641600215834359,-12.694575537525989,-12.71188202835209,-12.728133100306218
নির্দেশন,-12.641600215834359,-12.694575537525989,0.0,-12.728133100306218
প্রয়োজন,-11.641600215834359,0.0,-11.71188202835209,-11.14317059958506
ভেঙ,-12.641600215834359,-12.694575537525989,-10.389953933464724,0.0
পড়া,-12.641600215834359,-11.69457553752599,0.0,0.0
অকার্যকর,-11.056637715113201,0.0,0.0,0.0
ইঙ্গিত,-12.641600215834359,-10.694575537525989,0.0,0.0
বহন,-11.641600215834359,-12.694575537525989,0.0,0.0
প্রাতিষ্ঠানিক,-12.641600215834359,0.0,0.0,0.0
সফলতা,-12.641600215834359,0.0,0.0,0.0
কার্যকর,-10.641600215834357,0.0,0.0,0.0
পূর্বশর্ত,-12.641600215834359,0.0,0.0,0.0
সার্বিক,-12.641600215834359,0.0,0.0,0.0
ব্যর্থত,-12.641600215834359,0.0,-12.71188202835209,0.0
চিত্র,-12.641600215834359,0.0,0.0,-8.084276910531493
কল্যাণ,-12.641600215834359,-12.694575537525989,0.0,0.0
আরামআয়েশ,-12.641600215834359,0.0,0.0,0.0
প্রধানমন্ত্রিত্ব,-12.641600215834359,0.0,0.0,0.0
করিনি,-12.641600215834359,0.0,0.0,-11.728133100306218
পিতা,-12.641600215834359,-11.69457553752599,0.0,0.0
বঙ্গবন্ধুর,-12.641600215834359,0.0,0.0,0.0
কন্যা,-12.641600215834359,-12.694575537525989,0.0,0.0
দায়বদ্ধত,-12.641600215834359,0.0,0.0,0.0
আলাদা,-12.641600215834359,0.0,0.0,-11.728133100306218
প্রতিপালন,-12.641600215834359,0.0,0.0,0.0
দিনরাত,-12.641600215834359,0.0,0.0,0.0
পরিশ্রম,-12.641600215834359,0.0,0.0,0.0
সক্রি,-12.641600215834359,0.0,0.0,0.0
রাখ,-11.056637715113201,-9.887220615468385,-11.126919527630932,-11.14317059958506
সর্বদা,-12.641600215834359,0.0,0.0,0.0
সচেষ্ট,-12.641600215834359,0.0,0.0,0.0
রাখি,-12.641600215834359,0.0,0.0,0.0
জিয়াউর,-11.641600215834359,0.0,0.0,0.0
জনক,-12.641600215834359,-12.694575537525989,0.0,0.0
বঙ্গবন্ধুসহ,-12.641600215834359,0.0,0.0,0.0
রক্,-10.056637715113201,-11.69457553752599,-9.711882028352088,-11.14317059958506
রঞ্জিত,-12.641600215834359,0.0,0.0,0.0
খুনি,-12.641600215834359,0.0,0.0,0.0
সহায়তা,-12.641600215834359,0.0,0.0,-12.728133100306218
ক্যু,-11.056637715113201,0.0,0.0,0.0
অপরাজনীতি,-12.641600215834359,0.0,0.0,0.0
ঘুষ,-12.641600215834359,0.0,0.0,0.0
সংস্কৃতি,-12.641600215834359,-11.109613036804832,0.0,0.0
পুরো,-12.641600215834359,-11.109613036804832,-10.12691952763093,-11.728133100306218
প্রজন্ম,-12.641600215834359,0.0,0.0,0.0
নষ্ট,-12.641600215834359,0.0,-11.71188202835209,0.0
কারণ,-11.641600215834359,-10.109613036804832,-9.904527106294482,-10.406205005418855
বিএনপিদলী,-12.641600215834359,0.0,0.0,0.0
মুখ,-9.834245293776753,-10.372647442638627,-9.904527106294482,-9.26870148166892
মার,-9.834245293776753,-10.372647442638627,-9.541957026909776,0.0
অবলীলা,-12.641600215834359,0.0,0.0,0.0
সংস,-8.734709620225837,-10.694575537525989,-12.71188202835209,-11.14317059958506
বিরোধী,-10.319672120946995,-12.694575537525989,0.0,0.0
মুজিবুল,-11.641600215834359,0.0,0.0,0.0
তিস্ত,-10.641600215834357,0.0,0.0,0.0
পানিবণ্টন,-11.056637715113201,0.0,0.0,0.0
চুক্তি,-11.056637715113201,0.0,-10.12691952763093,-12.728133100306218
ন্যায্য,-11.641600215834359,0.0,0.0,0.0
হিস্যা,-12.641600215834359,0.0,0.0,0.0
প্রয়োজনী,-12.641600215834359,0.0,0.0,0.0
সতর্কতা,-12.641600215834359,0.0,0.0,0.0
শুষ্ক,-12.641600215834359,0.0,0.0,0.0
মৌসুম,-11.641600215834359,0.0,-11.126919527630932,0.0
পানি,-10.056637715113201,0.0,-12.71188202835209,0.0
প্রবাহ,-11.641600215834359,0.0,0.0,0.0
হ্রাস,-12.641600215834359,0.0,0.0,0.0
উদ্বেগ,-12.641600215834359,0.0,0.0,0.0
ভারত,-10.056637715113201,-10.109613036804832,-8.389953933464724,-10.406205005418855
আনুষ্ঠানিকভাব,-12.641600215834359,0.0,0.0,0.0
সুরাহ,-12.641600215834359,0.0,0.0,0.0
তাগিদ,-12.641600215834359,0.0,0.0,-12.728133100306218
পানির,-12.641600215834359,0.0,0.0,0.0
বৃদ্ধির,-12.641600215834359,0.0,0.0,0.0
জোর,-11.641600215834359,-11.69457553752599,0.0,-12.728133100306218
কূটনৈতিক,-11.641600215834359,0.0,0.0,0.0
তৎপরতা,-12.641600215834359,0.0,0.0,0.0
অব্যাহত,-11.641600215834359,0.0,0.0,0.0
অভ্যন্তরীণ,-12.641600215834359,0.0,0.0,0.0
এখনো,-12.641600215834359,-11.109613036804832,-10.389953933464724,-11.728133100306218
তিস্তা,-11.641600215834359,0.0,0.0,0.0
স্বাক্ষর,-12.641600215834359,0.0,0.0,0.0
সম্ভব,-11.641600215834359,0.0,-10.389953933464724,-11.14317059958506
নরেন্দ্র,-12.641600215834359,0.0,0.0,0.0
মোদি,-12.641600215834359,0.0,0.0,0.0
সমস্যা,-12.641600215834359,-11.109613036804832,-10.12691952763093,0.0
সমাধান,-11.641600215834359,0.0,-12.71188202835209,0.0
ইতিবাচক,-12.641600215834359,0.0,0.0,0.0
সাড়া,-12.641600215834359,0.0,-12.71188202835209,-12.728133100306218
সংশ্লিষ্ট,-11.056637715113201,0.0,0.0,-12.728133100306218
রাজ্য,-11.641600215834359,-12.694575537525989,0.0,0.0
সহযোগিতা,-11.641600215834359,0.0,0.0,0.0
সমস্য,-11.641600215834359,-11.109613036804832,-9.904527106294482,0.0
আশ্বাস,-12.641600215834359,0.0,0.0,0.0
সফর,-12.641600215834359,0.0,-11.126919527630932,-12.728133100306218
রুস্তম,-12.641600215834359,0.0,0.0,0.0
আলী,-11.641600215834359,0.0,0.0,0.0
ফরাজীর,-12.641600215834359,0.0,0.0,0.0
সা,-6.969174873862861,-6.717295614026074,-6.372032025467462,-6.705765287277762
বিশ্ব,-8.941160497693264,-8.994135819384896,-8.541957026909776,-10.14317059958506
উষ্ণমণ্ডলী,-12.641600215834359,0.0,0.0,0.0
১২৭,-12.641600215834359,0.0,0.0,0.0
চলতি,-12.641600215834359,0.0,0.0,-12.728133100306218
ডেঙ্গু,-10.641600215834357,0.0,0.0,0.0
জ্বর,-12.641600215834359,0.0,0.0,0.0
প্রকোপ,-12.641600215834359,0.0,0.0,0.0
প্রাদুর্ভাব,-11.641600215834359,0.0,0.0,0.0
বেড়,-12.641600215834359,0.0,0.0,0.0
ডেঙ্গুর,-12.641600215834359,0.0,0.0,0.0
দে,-7.026890371719149,-6.446648024082404,-6.853901033224516,-7.518679734677267
প্রতিরোধ,-11.641600215834359,0.0,-12.71188202835209,0.0
রোগী,-12.641600215834359,0.0,0.0,0.0
চিকিৎসা,-12.641600215834359,0.0,0.0,0.0
পদক্ষেপ,-11.641600215834359,0.0,-12.71188202835209,0.0
ধর,-9.834245293776753,-7.235143918888692,-9.904527106294482,-9.728133100306216
ইউনিয়ন,-12.641600215834359,0.0,0.0,0.0
বহুমুখী,-12.641600215834359,0.0,0.0,0.0
সংরক্ষিত,-12.641600215834359,0.0,0.0,0.0
রুমানা,-12.641600215834359,0.0,0.0,0.0
আলীর,-12.641600215834359,0.0,0.0,0.0
মিয়ানমার,-12.641600215834359,0.0,0.0,0.0
রোহিঙ্গা,-10.641600215834357,0.0,0.0,0.0
ভীতি,-12.641600215834359,0.0,0.0,-12.728133100306218
দ্বিতী,-12.641600215834359,-11.69457553752599,-10.389953933464724,0.0
দফা,-12.641600215834359,0.0,0.0,0.0
২২,-12.641600215834359,0.0,-10.711882028352088,0.0
২০১৯,-12.641600215834359,0.0,0.0,0.0
প্রত্যাবাসন,-11.641600215834359,0.0,0.0,0.0
তারিখ,-12.641600215834359,-10.109613036804832,0.0,-12.728133100306218
যাবতী,-12.641600215834359,0.0,0.0,0.0
প্রস্তুতি,-12.641600215834359,0.0,-12.71188202835209,-12.728133100306218
সত্ত্ব,-12.641600215834359,-12.694575537525989,0.0,-12.728133100306218
সম্মত,-12.641600215834359,0.0,0.0,-11.728133100306218
হওয়া,-12.641600215834359,-12.694575537525989,-12.71188202835209,-12.728133100306218
জাতিসংঘসহ,-12.641600215834359,0.0,0.0,0.0
আন্তর্জাতিক,-11.641600215834359,-11.109613036804832,-10.12691952763093,0.0
মহল,-12.641600215834359,0.0,0.0,0.0
চাপ,-11.641600215834359,-12.694575537525989,0.0,0.0
মিয়ানম,-11.056637715113201,0.0,0.0,0.0
দ্বিপক্ষী,-12.641600215834359,0.0,0.0,0.0
করল,-12.641600215834359,-12.694575537525989,0.0,-11.728133100306218
গড়িমসি,-12.641600215834359,0.0,0.0,0.0
প্রচেষ্,-12.641600215834359,0.0,0.0,0.0
কর্তৃপক্ষ,-12.641600215834359,0.0,0.0,0.0
শিগগির,-12.641600215834359,0.0,0.0,0.0
রাখাইন,-12.641600215834359,0.0,0.0,0.0
সহায়ক,-12.641600215834359,0.0,0.0,0.0
পরিবেশ,-12.641600215834359,-12.694575537525989,0.0,0.0
তৈরি,-12.641600215834359,0.0,-12.71188202835209,-9.406205005418855
দ্রুত,-12.641600215834359,0.0,-12.71188202835209,0.0
আশা,-12.641600215834359,-11.69457553752599,-11.126919527630932,-10.728133100306216
সোমব,-12.641600215834359,0.0,0.0,0.0
নানানানী,-11.641600215834359,0.0,0.0,0.0
স্বজন,-12.641600215834359,0.0,0.0,0.0
মৃত্যুর,-12.641600215834359,-12.694575537525989,0.0,0.0
নাতনি,-12.641600215834359,0.0,0.0,0.0
ঘর,-12.641600215834359,0.0,-12.71188202835209,-9.920778178248613
একা,-10.641600215834357,-12.694575537525989,-11.126919527630932,-10.406205005418855
গ্রাম,-10.641600215834357,-12.694575537525989,0.0,-11.728133100306218
রাত,-10.319672120946995,-10.372647442638627,0.0,-9.728133100306216
১০ট,-12.641600215834359,0.0,0.0,0.0
কিশোরী,-9.641600215834357,0.0,0.0,0.0
রান্নাবান্ন,-12.641600215834359,0.0,0.0,0.0
বাড়ির,-11.641600215834359,0.0,-12.71188202835209,0.0
টিউবওয়েল,-11.641600215834359,0.0,0.0,0.0
প্রতিবেশী,-11.641600215834359,0.0,-12.71188202835209,0.0
সাজ্জাদ,-10.319672120946995,0.0,0.0,0.0
লম্বাতলী,-11.641600215834359,0.0,0.0,0.0
পাহাড়,-11.641600215834359,-12.694575537525989,-12.71188202835209,0.0
দেখি,-12.641600215834359,0.0,-12.71188202835209,-11.728133100306218
রাতভর,-12.641600215834359,0.0,0.0,0.0
ধর্ষণ,-11.641600215834359,0.0,0.0,0.0
সাতকানিয়া,-12.641600215834359,0.0,0.0,0.0
থান,-9.641600215834357,-9.109613036804832,-12.71188202835209,-11.14317059958506
ভারপ্রাপ্ত,-12.641600215834359,0.0,0.0,0.0
ওসি,-11.641600215834359,0.0,0.0,0.0
সফিউল,-12.641600215834359,0.0,0.0,0.0
কবীর,-12.641600215834359,0.0,0.0,0.0
মঙ্গলব,-11.641600215834359,0.0,0.0,-11.728133100306218
কিশোরীর,-11.641600215834359,0.0,0.0,0.0
খালা,-12.641600215834359,0.0,0.0,0.0
থানা,-12.641600215834359,0.0,0.0,-12.728133100306218
অভিযান,-12.641600215834359,0.0,0.0,0.0
চালি,-12.641600215834359,0.0,-12.71188202835209,-10.728133100306216
অভিযুক্ত,-11.641600215834359,0.0,0.0,0.0
গ্রেফত,-12.641600215834359,0.0,0.0,0.0
ডাক্তারি,-12.641600215834359,0.0,0.0,0.0
পরীক্ষ,-12.641600215834359,-10.694575537525989,0.0,0.0
চট্টগ্রাম,-12.641600215834359,0.0,0.0,0.0
মেডিক,-12.641600215834359,0.0,0.0,0.0
কলেজ,-12.641600215834359,0.0,0.0,0.0
হাসপাতাল,-12.641600215834359,0.0,-11.126919527630932,0.0
ওয়ান,-10.641600215834357,-11.69457553752599,-10.711882028352088,0.0
স্টপ,-12.641600215834359,0.0,0.0,0.0
ক্রাইস,-12.641600215834359,0.0,-11.71188202835209,0.0
সেন্,-11.641600215834359,0.0,0.0,-10.728133100306216
ওসিসি,-12.641600215834359,0.0,0.0,0.0
পাঠানো,-11.641600215834359,0.0,-12.71188202835209,0.0
তাছাড়া,-12.641600215834359,0.0,0.0,0.0
জেলহাজ,-12.641600215834359,0.0,0.0,0.0
প্রভাব,-12.641600215834359,0.0,0.0,0.0
ছাত্র,-7.432146850205407,0.0,0.0,0.0
বিচ্ছিন্ন,-12.641600215834359,0.0,0.0,0.0
পড়,-11.641600215834359,-10.694575537525989,0.0,0.0
বিশ্লেষক,-12.641600215834359,0.0,0.0,0.0
তাসলিমা,-12.641600215834359,0.0,0.0,0.0
সুলতানাজাহাঙ্গীরনগর,-12.641600215834359,0.0,0.0,0.0
বিশ্ববিদ্যালয়,-12.641600215834359,0.0,0.0,0.0
নৃবিজ্ঞান,-12.641600215834359,0.0,0.0,0.0
বিভাগ,-12.641600215834359,0.0,-12.71188202835209,-10.728133100306216
অধ্যাপক,-12.641600215834359,0.0,0.0,0.0
এখনক,-12.641600215834359,0.0,0.0,0.0
ছাত্রী,-12.641600215834359,0.0,0.0,0.0
সচেতন,-11.641600215834359,0.0,0.0,0.0
করছেছাত্ররাজনীতির,-12.641600215834359,0.0,0.0,0.0
খাওয়া,-12.641600215834359,0.0,0.0,0.0
সহযোগিতায়,-12.641600215834359,0.0,0.0,0.0
নানারকম,-12.641600215834359,0.0,0.0,0.0
ছাত্রসংগঠন,-11.056637715113201,0.0,0.0,0.0
ওয়াকিবহাল,-12.641600215834359,0.0,0.0,0.0
বলেনগত,-12.641600215834359,0.0,0.0,0.0
কয়েকবছর,-12.641600215834359,0.0,0.0,0.0
উদাহরণ,-12.641600215834359,0.0,0.0,0.0
টেন,-11.641600215834359,0.0,-9.711882028352088,-12.728133100306218
শিক্ষার্থী,-11.056637715113201,-11.69457553752599,0.0,0.0
একত্রিত,-12.641600215834359,-12.694575537525989,0.0,0.0
নির্ভর,-12.641600215834359,-12.694575537525989,0.0,-11.728133100306218
রাজি,-12.641600215834359,0.0,-11.126919527630932,-11.728133100306218
নয়সাম্প্রতিক,-12.641600215834359,0.0,0.0,0.0
কো,-10.056637715113201,-7.565292520581023,-8.389953933464724,-9.920778178248613
সংস্ক,-11.641600215834359,-11.109613036804832,0.0,0.0
নিরাপদ,-11.641600215834359,0.0,0.0,0.0
সড়ক,-12.641600215834359,0.0,0.0,0.0
সূচনা,-12.641600215834359,0.0,0.0,0.0
হাত,-12.641600215834359,-11.109613036804832,-10.711882028352088,0.0
ধরেইআন্দোলন,-12.641600215834359,0.0,0.0,0.0
হব,-11.641600215834359,0.0,-12.71188202835209,-11.728133100306218
দাবিদাওয়,-12.641600215834359,0.0,0.0,0.0
একাত্মতা,-12.641600215834359,0.0,0.0,0.0
যোগ,-8.249282793055597,-9.524650536083678,-9.011442310210995,-8.084276910531493
দিয়,-11.641600215834359,0.0,0.0,0.0
বিরোধীদলীয়,-12.641600215834359,0.0,0.0,0.0
স্পিকার,-12.641600215834359,0.0,0.0,0.0
চিঠি,-12.641600215834359,0.0,0.0,0.0
দিয়েছেনএরপর,-12.641600215834359,0.0,0.0,0.0
অনেক,-12.641600215834359,-11.109613036804832,-11.71188202835209,-11.728133100306218
ভাঙ্গন,-12.641600215834359,0.0,0.0,0.0
পড়া,-12.641600215834359,0.0,0.0,0.0
সমঝোত,-11.641600215834359,0.0,0.0,0.0
ন,-2.948113258335032,-3.1749392846827766,-3.218026579111265,-3.078876922788902
হোট,-12.641600215834359,0.0,0.0,-12.728133100306218
বৈঠ,-10.319672120946995,0.0,-12.71188202835209,0.0
পক্ষ,-11.056637715113201,-11.69457553752599,-8.011442310210995,0.0
নেতারাসেখান,-12.641600215834359,0.0,0.0,0.0
ফিরোজ,-12.641600215834359,0.0,0.0,0.0
রশীদ,-12.641600215834359,0.0,0.0,-12.728133100306218
জিয়াউদ্দিন,-12.641600215834359,0.0,0.0,0.0
বাবলু,-12.641600215834359,0.0,0.0,0.0
সৈয়ব,-12.641600215834359,0.0,0.0,0.0
বাবলা,-12.641600215834359,0.0,0.0,0.0
মাসুদ,-12.641600215834359,0.0,0.0,-11.728133100306218
আনিসুল,-12.641600215834359,0.0,0.0,0.0
ফকরুল,-12.641600215834359,0.0,0.0,0.0
চুন্নু,-12.641600215834359,0.0,0.0,0.0
অংশ,-11.641600215834359,-10.109613036804832,-12.71188202835209,-12.728133100306218
নেনরবিব,-12.641600215834359,0.0,0.0,0.0
উপবিরোধী,-12.641600215834359,0.0,0.0,0.0
নেত,-7.118038259777344,-11.69457553752599,-11.126919527630932,-8.920778178248613
দপ্তর,-12.641600215834359,0.0,0.0,0.0
সংসদীয়,-12.641600215834359,0.0,0.0,0.0
ব্যাপার,-12.641600215834359,0.0,-12.71188202835209,-11.728133100306218
সড়ক,-12.641600215834359,0.0,0.0,-10.406205005418855
পরিবহন,-12.641600215834359,0.0,0.0,0.0
সেতুমন্ত্রী,-12.641600215834359,0.0,0.0,0.0
সভানেত্রী,-12.641600215834359,0.0,0.0,0.0
ইচ্ছ,-11.641600215834359,-11.109613036804832,-12.71188202835209,-10.406205005418855
আসল,-11.641600215834359,-11.69457553752599,0.0,-11.728133100306218
যাঁ,-12.641600215834359,0.0,0.0,-12.728133100306218
পছন্দ,-12.641600215834359,-11.69457553752599,0.0,0.0
কর্মীকাউন্সিলর,-11.641600215834359,0.0,0.0,0.0
ঝুঁ,-11.641600215834359,0.0,-11.71188202835209,0.0
পড়েনওবায়দুল,-12.641600215834359,0.0,0.0,0.0
সচিবাল,-12.641600215834359,0.0,0.0,0.0
মন্ত্রণালয়,-12.641600215834359,0.0,0.0,0.0
সভাকক্ষ,-12.641600215834359,0.0,0.0,0.0
সমসাময়িক,-12.641600215834359,0.0,0.0,0.0
আয়োজিত,-12.641600215834359,0.0,0.0,0.0
সম্মেলন,-12.641600215834359,0.0,0.0,-11.728133100306218
সাংবাদিক,-12.641600215834359,0.0,-12.71188202835209,0.0
বলেনওবায়দুল,-12.641600215834359,0.0,0.0,0.0
জেনার,-12.641600215834359,0.0,0.0,0.0
সেক্রেটারি,-12.641600215834359,0.0,0.0,0.0
চয়েজ,-12.641600215834359,0.0,0.0,0.0
সবা,-11.056637715113201,-11.69457553752599,-10.711882028352088,-11.14317059958506
পড়,-11.056637715113201,-9.887220615468385,-9.25245040971479,-10.406205005418855
ঘটন,-11.056637715113201,-11.109613036804832,-12.71188202835209,-11.14317059958506
বাবা,-12.641600215834359,0.0,-11.126919527630932,-10.406205005418855
মায়,-12.641600215834359,-11.109613036804832,0.0,-9.920778178248613
অন্যত্র,-12.641600215834359,0.0,0.0,0.0
বি,-5.771235496250952,-6.285184601388288,-6.126919527630932,-5.640670259055877
নানানানীর,-12.641600215834359,0.0,0.0,0.0
পুরানগড়,-12.641600215834359,0.0,0.0,0.0
আদর্শ,-12.641600215834359,0.0,0.0,0.0
নান,-8.641600215834357,-10.372647442638627,-11.126919527630932,-10.406205005418855
বসবাস,-12.641600215834359,0.0,-11.71188202835209,0.0
আসছিলো,-12.641600215834359,0.0,0.0,0.0
কিছুদিন,-12.641600215834359,-12.694575537525989,-12.71188202835209,-12.728133100306218
যুবক,-12.641600215834359,0.0,0.0,0.0
সাজ্জা,-10.056637715113201,0.0,0.0,0.0
প্রেম,-12.641600215834359,0.0,-11.126919527630932,-9.920778178248613
সম্পর্ক,-12.641600215834359,-12.694575537525989,0.0,-11.14317059958506
গড়,-11.056637715113201,0.0,-10.12691952763093,-10.406205005418855
ওঠ,-12.641600215834359,0.0,-10.711882028352088,-11.14317059958506
﻿মক্ক,0.0,-12.694575537525989,0.0,0.0
মসজিদুল,0.0,-11.69457553752599,0.0,0.0
হারাম,0.0,-10.694575537525989,0.0,0.0
শিহাব,0.0,-11.109613036804832,0.0,0.0
হা,-7.118038259777344,-6.485122171897039,-7.804991432743569,-7.406205005418855
পুরস্ক,0.0,-10.372647442638627,-10.12691952763093,-12.728133100306218
মক্ক,0.0,-9.887220615468385,0.0,0.0
মেয়র,0.0,-11.69457553752599,0.0,0.0
খালিদ,0.0,-11.69457553752599,0.0,0.0
বিন,-12.641600215834359,-9.694575537525989,0.0,-10.728133100306216
ফয়সাল,0.0,-11.69457553752599,0.0,-12.728133100306218
সৌদি,0.0,-10.372647442638627,0.0,0.0
আরব,0.0,-10.694575537525989,0.0,0.0
পবিত্র,0.0,-8.694575537525989,0.0,0.0
মক্কা,0.0,-11.109613036804832,0.0,0.0
কিং,0.0,-12.694575537525989,-10.389953933464724,-12.728133100306218
আজিজ,0.0,-12.694575537525989,-12.71188202835209,0.0
কোরআন,0.0,-8.050719347751265,0.0,0.0
তেলাওয়াত,0.0,-10.694575537525989,0.0,0.0
প্রতিযোগিতা,0.0,-10.694575537525989,-12.71188202835209,0.0
তৃতী,0.0,-12.694575537525989,-11.126919527630932,-12.728133100306218
গ্রুপ,0.0,-12.694575537525989,-12.71188202835209,0.0
১৫,0.0,-12.694575537525989,-10.389953933464724,0.0
হাফেজ,0.0,-10.372647442638627,0.0,0.0
এশা,0.0,-12.694575537525989,0.0,0.0
৫০,0.0,-11.69457553752599,-11.71188202835209,-12.728133100306218
রিয়াল,0.0,-12.694575537525989,-11.126919527630932,-12.728133100306218
সম্মাননা,0.0,-12.694575537525989,0.0,-12.728133100306218
ক্রেস্ট,0.0,-12.694575537525989,0.0,0.0
১০৩,0.0,-11.109613036804832,0.0,0.0
১৪৬,0.0,-12.694575537525989,0.0,0.0
তিলাওয়াত,0.0,-10.372647442638627,0.0,0.0
ক্যাটাগরি,0.0,-12.694575537525989,0.0,0.0
শ্রেষ্ঠ,0.0,-10.372647442638627,0.0,0.0
১২,-12.641600215834359,-12.694575537525989,-10.711882028352088,0.0
পেয়,0.0,-12.694575537525989,-11.126919527630932,-12.728133100306218
জাকারিয়া,0.0,-12.694575537525989,0.0,0.0
শ,-5.094705755946721,-4.539757428473885,-5.285617273649989,-4.583474857474334
আসমানি,0.0,-11.69457553752599,0.0,-11.14317059958506
সহিফা,0.0,-12.694575537525989,0.0,0.0
চারখানা,0.0,-12.694575537525989,0.0,0.0
কিতাবসহ,0.0,-12.694575537525989,0.0,0.0
চার,-10.319672120946995,-9.887220615468385,-9.904527106294482,-8.480205586862631
কিতাব,0.0,-10.372647442638627,0.0,0.0
সর্বশেষ,0.0,-11.69457553752599,-12.71188202835209,0.0
সর্বশ্রেষ্ঠ,0.0,-11.109613036804832,0.0,0.0
নাজিল,0.0,-12.694575537525989,0.0,0.0
নবীগণ,0.0,-12.694575537525989,0.0,0.0
ইমাম,0.0,-11.109613036804832,0.0,0.0
রাসুল,0.0,-11.69457553752599,0.0,0.0
সরদ,0.0,-11.69457553752599,0.0,0.0
সর্বকাল,0.0,-12.694575537525989,0.0,0.0
মহামানব,0.0,-12.694575537525989,0.0,0.0
হজরত,0.0,-10.694575537525989,0.0,0.0
মুহাম্মদ,0.0,-12.694575537525989,0.0,0.0
সা–এর,0.0,-11.69457553752599,0.0,0.0
স্পর্শ,-12.641600215834359,-11.69457553752599,0.0,0.0
সৌভাগ্য,0.0,-12.694575537525989,0.0,-12.728133100306218
জিবরাইল,0.0,-11.69457553752599,0.0,0.0
আ,-5.630372960411103,-5.050719347751265,-5.7231973415799215,-5.640670259055877
ফেরেশতা,0.0,-12.694575537525989,0.0,0.0
গৌর,-11.641600215834359,-12.694575537525989,0.0,0.0
লাভ,0.0,-8.994135819384896,0.0,-11.14317059958506
মরুর,0.0,-12.694575537525989,0.0,0.0
জাজিরাতুল,0.0,-12.694575537525989,0.0,0.0
ভূমির,0.0,-12.694575537525989,-12.71188202835209,0.0
সম্মান,0.0,-9.524650536083678,-12.71188202835209,-11.14317059958506
অলক্ষুন,0.0,-12.694575537525989,0.0,0.0
দুর্ভোগাল,0.0,-12.694575537525989,0.0,0.0
খ্যাত,0.0,-12.694575537525989,-12.71188202835209,-11.14317059958506
ইয়াসরিব,0.0,-12.694575537525989,0.0,0.0
বরক,0.0,-12.694575537525989,0.0,0.0
পুণ্য,0.0,-11.109613036804832,0.0,-12.728133100306218
